ts_event,best_ofi,multi_ofi,integrated_ofi,cross_asset_ofi
2024-10-21T11:59:30.102735583Z,100,301.0,0.6642825187256275,-1099
2024-10-21T11:59:30.102746947Z,100,100.0,0.001868053347937594,30
2024-10-21T11:59:30.102753002Z,23,224.0,0.01431756698584054,-52
2024-10-21T11:59:30.102766235Z,0,23.0,0.10787153568595155,-199
2024-10-21T11:59:30.102781049Z,0,-100.0,-0.007650856011600639,-31
2024-10-21T11:59:30.102784354Z,0,-24.0,-0.009529921130537786,81
2024-10-21T11:59:30.166940785Z,0,200.0,1.974028102753948,-102
2024-10-21T11:59:30.203764599Z,0,-201.0,-0.9923169512498011,14
2024-10-21T11:59:30.353763576Z,-1,-228.0,-0.24451452600474935,-201
2024-10-21T11:59:33.214948750Z,0,200.0,0.00450050353623567,101
2024-10-21T11:59:33.268596579Z,0,-200.0,-0.008500951124000709,-6
2024-10-21T11:59:40.586082406Z,1,202.0,0.9923602504995879,191
2024-10-21T11:59:40.711462280Z,-1,-228.0,-0.24451452600474935,-101
2024-10-21T11:59:40.711462280Z,1,202.0,0.9923602504995879,-429
2024-10-21T11:59:44.915756078Z,-1,-228.0,-0.24451452600474935,179
2024-10-21T11:59:56.140334654Z,0,-37.0,-0.09943704473273193,450
2024-10-21T11:59:56.140348516Z,0,227.0,0.24447122675496272,-112
2024-10-21T11:59:56.303825659Z,0,-28.0,-1.0099845602090198,1200
2024-10-21T11:59:56.303838548Z,0,200.0,1.7479279676367556,300
2024-10-21T11:59:56.366678187Z,0,200.0,1.7479279676367556,-200
2024-10-21T11:59:56.374323675Z,0,0.0,0.0,12
2024-10-21T11:59:56.374379339Z,0,0.0,0.0,550
2024-10-21T11:59:57.076259289Z,0,0.0,0.0,-97
2024-10-21T11:59:57.076314960Z,0,0.0,0.0,187
2024-10-21T11:59:57.121796841Z,0,200.0,0.008500951124000709,59
2024-10-21T11:59:58.069271668Z,0,-37.0,-0.09943704473273193,-77
2024-10-21T11:59:58.069284093Z,0,227.0,0.24447122675496272,-2
2024-10-21T12:00:01.682008523Z,0,0.0,0.0,8
2024-10-21T12:00:01.682052966Z,0,0.0,0.0,160
2024-10-21T12:00:01.884638806Z,0,200.0,0.008500951124000709,-11
2024-10-21T12:00:02.064285089Z,0,-37.0,-0.09943704473273193,-107
2024-10-21T12:00:02.160356498Z,0,-25.0,-0.141143953919831,-1183
2024-10-21T12:00:02.160444679Z,0,26.0,0.22823608108389673,79
2024-10-21T12:00:02.178747608Z,0,0.0,0.0,-50
2024-10-21T12:00:02.219875510Z,0,210.0,0.10297229604151106,27
2024-10-21T12:00:02.605471012Z,0,-200.0,-0.9677552406183989,1100
2024-10-21T12:00:02.834037742Z,0,200.0,0.00450050353623567,-193
2024-10-21T12:00:03.047639596Z,0,-200.0,-0.008500951124000709,-1046
2024-10-21T12:00:03.047650452Z,0,-36.0,-0.12381543994871874,1097
2024-10-21T12:00:03.057465668Z,0,210.0,0.05688871315492065,12
2024-10-21T12:00:03.060752951Z,0,-36.0,-0.12381543994871874,9
2024-10-21T12:00:03.162897564Z,0,410.0,0.05738876910339129,50
2024-10-21T12:00:03.902053598Z,0,400.0,0.00900100707247134,499
2024-10-21T12:00:04.046818528Z,0,-36.0,-0.12381543994871874,23
2024-10-21T12:00:04.147280360Z,0,410.0,0.05738876910339129,-1183
2024-10-21T12:00:06.012108650Z,0,-36.0,-0.12381543994871874,7
2024-10-21T12:00:06.012122140Z,0,200.0,0.6612994144225726,40
2024-10-21T12:00:06.101295300Z,0,-26.0,-0.12108299137314708,195
2024-10-21T12:00:06.101307454Z,0,400.0,0.9919491216338588,-21
2024-10-21T12:00:07.067376608Z,0,0.0,0.0,360
2024-10-21T12:00:07.067376608Z,-10,-436.0,-0.13049263511547976,143
2024-10-21T12:00:07.067419673Z,19,194.0,0.9793910247980344,158
2024-10-21T12:00:07.067421371Z,0,-200.0,-0.005464897151143313,1107
2024-10-21T12:00:07.067467022Z,0,169.0,1.69165208254133,-153
2024-10-21T12:00:07.086677914Z,0,200.0,0.00456494988758988,-18
2024-10-21T12:00:07.088999005Z,0,-200.0,-0.008733853894521276,101
2024-10-21T12:00:07.089009480Z,0,-41.0,-0.18588000398221116,-14
2024-10-21T12:00:07.149589050Z,0,-125.0,-0.84356078652464,-95
